var_names	sample_group_0	sample_group_1
Alcohol	0.1704121737089111	0.234186031818735
Malic_acid	0.23374921173038538	0.16630988859448034
Ash	0.12966199112100615	0.154974666660771
Alcalinity_of_ash	0.14880153681395086	0.16708721527284037
Magnesium	0.12754498075659998	0.16889832021944626
Total_phenols	0.11917236655183305	0.1541621130633147
Flavanoids	0.09890088915951839	0.1305992507275998
Nonflavanoid_phenols	0.23131270789548306	0.1482580178436654
Proanthocyanins	0.13207609282586824	0.15531680304632664
Color_intensity	0.23698350846513294	0.14121628020571672
Hue	0.16875791605771873	0.1338565525374571
OD280_OD315_of_diluted_wines	0.157770271267267	0.1302218810680186
Proline	0.09289324027999239	0.2543990273557088
