var_names	sample_group_0	sample_group_1
Alcohol	-1.2805407129240163	1.0309332172119972
Malic_acid	4.767553766846219	-3.8382454329490696
Ash	1.0502213725108058	-0.8455085319974485
Alcalinity_of_ash	3.741769697283311	-3.012410798933768
Magnesium	-1.0818264698284836	0.870953052682479
Total_phenols	-7.832564905548722	6.305813829738235
Flavanoids	-8.560449363823453	6.891816491546852
Nonflavanoid_phenols	6.346992926289003	-5.109814761125188
Proanthocyanins	-6.0317380772974865	4.856010495136366
Color_intensity	3.62036584699441	-2.9146714137684997
Hue	-6.211608846066109	5.000820221572629
OD280_OD315_of_diluted_wines	-8.7039768393504	7.007367087174107
Proline	-4.019926733132837	3.2363484878836863
