var_names	sample_group_0	sample_group_1
Alcohol	0.4859774436071429	0.5397173489324074
Malic_acid	0.4409373235485714	0.23417142438888888
Ash	0.5566080977885717	0.5263418498638889
Alcalinity_of_ash	0.5352724595057143	0.40874379535185174
Magnesium	0.30326086956571424	0.33625201288240736
Total_phenols	0.25201970443285715	0.5840676883768519
Flavanoids	0.14138034960999996	0.4957415221129629
Nonflavanoid_phenols	0.6150943396157145	0.32232704402870355
Proanthocyanins	0.2427219468214285	0.45665381469537075
Color_intensity	0.40771574719571424	0.2670411452379632
Hue	0.2505923344771429	0.4773411622944447
OD280_OD315_of_diluted_wines	0.22166405023714283	0.6663274996648149
Proline	0.22682901976571435	0.4041977069777776
