# This file has been generated by fmt_gs.py
#
# gs: [mmol H2O m-2 s-1] stomatal conductance
#
when;rootstock;date;gs
fall;berlandieri;2006-09-19 05:02:09.722890270;0.03779293724398841
fall;berlandieri;2006-09-19 08:02:02.105364884;0.07483009245672984
fall;berlandieri;2006-09-19 09:45:11.855630700;0.1352988497520563
fall;berlandieri;2006-09-19 10:52:39.001063264;0.1526836355072579
fall;berlandieri;2006-09-19 14:01:46.877441519;0.09221482729580355
fall;berlandieri;2006-09-19 15:15:50.798379171;0.12622853191474664
fall;berlandieri;2006-09-19 17:01:39.258134282;0.09826169453931488
fall;riparia;2006-09-19 04:59:31.009837272;0.03930465405486616
fall;riparia;2006-09-19 07:58:04.039349090;0.07785354305052816
fall;riparia;2006-09-19 09:43:52.499104202;0.09901757840281772
fall;riparia;2006-09-19 10:51:19.644536765;0.13756639951030908
fall;riparia;2006-09-19 14:00:27.524478722;0.1043085448107835
fall;riparia;2006-09-19 15:18:29.511432168;0.10128514513311315
fall;riparia;2006-09-19 17:00:19.905171486;0.105064445646329
spring;berlandieri;2006-06-21 04:31:44.538817458;0.022675752163167417
spring;berlandieri;2006-06-21 08:28:29.221640051;0.3189727732285443
spring;berlandieri;2006-06-21 09:47:50.568683698;0.3537423107948624
spring;berlandieri;2006-06-21 11:53:29.365645184;0.2653067161241041
spring;berlandieri;2006-06-21 13:15:29.423959978;0.24943364717978023
spring;berlandieri;2006-06-21 14:34:50.769221774;0.28949420207019205
spring;berlandieri;2006-06-21 16:14:02.451689945;0.2622832655303058
spring;berlandieri;2006-06-21 17:51:54.777631617;0.23582817890983715
spring;berlandieri;2006-06-21 20:30:37.469937060;0.027966735543175858
spring;riparia;2006-06-21 04:31:44.538817458;0.022675752163167417
spring;riparia;2006-06-21 08:29:48.578166549;0.33408997528140794
spring;riparia;2006-06-21 09:47:50.568683698;0.36508021233451005
spring;riparia;2006-06-21 11:56:08.076916330;0.16402152007486298
spring;riparia;2006-06-21 13:14:10.070997181;0.16704491975253338
spring;riparia;2006-06-21 14:33:31.416258977;0.15721876896784875
spring;riparia;2006-06-21 16:14:02.451689945;0.16250978629194257
spring;riparia;2006-06-21 17:51:54.777631617;0.1836738555883174
spring;riparia;2006-06-21 20:30:37.469937060;0.018896417705866253
