# This file has been generated by fmt_vpd_leaf.py
#
# vpd: [kPa] vapor pressure deficit between leaf and atmosphere
#
when;rootstock;date;vpd
fall;berlandieri;2006-09-19 05:08:31.794376349;1.4392281512885443
fall;berlandieri;2006-09-19 08:09:51.141384727;1.3136958752803087
fall;berlandieri;2006-09-19 09:43:16.619828497;1.8060607570003135
fall;berlandieri;2006-09-19 10:59:16.423436158;1.9980085872558329
fall;berlandieri;2006-09-19 12:15:31.912798277;2.552680440742508
fall;berlandieri;2006-09-19 14:03:06.344431096;2.4780734377273603
fall;berlandieri;2006-09-19 15:16:43.869060797;2.6429421163787223
fall;berlandieri;2006-09-19 17:02:59.620935017;2.4631770323029185
fall;riparia;2006-09-19 05:08:31.794376349;1.4621544981730459
fall;riparia;2006-09-19 08:08:20.626108495;1.3329051507026772
fall;riparia;2006-09-19 09:41:51.725933627;1.8405286275984096
fall;riparia;2006-09-19 11:00:30.079908434;2.1111571943026206
fall;riparia;2006-09-19 12:15:37.534179640;2.6927070362734575
fall;riparia;2006-09-19 14:04:36.863267419;2.4503987279256627
fall;riparia;2006-09-19 15:19:33.665750759;2.697258802497518
fall;riparia;2006-09-19 17:04:24.516609931;2.4696870746341455
spring;berlandieri;2006-06-21 04:28:57.293146112;1.7601772999345862
spring;berlandieri;2006-06-21 08:27:03.770168604;2.769427814247188
spring;berlandieri;2006-06-21 11:53:22.484089065;5.439658657189007
spring;berlandieri;2006-06-21 13:16:51.686988090;5.8379308714774805
spring;berlandieri;2006-06-21 14:30:58.566996183;5.79655447772026
spring;berlandieri;2006-06-21 16:12:46.560657367;5.630248095623502
spring;berlandieri;2006-06-21 17:46:20.070362895;4.763496055801376
spring;berlandieri;2006-06-21 20:27:22.005591171;3.265549423241512
spring;riparia;2006-06-21 04:31:42.312009250;1.7143277305629105
spring;riparia;2006-06-21 08:25:35.800821197;2.7313248275321413
spring;riparia;2006-06-21 11:50:37.465225927;6.333810459848347
spring;riparia;2006-06-21 13:13:55.744833254;6.67321398145571
spring;riparia;2006-06-21 14:32:26.541533623;7.220375985467586
spring;riparia;2006-06-21 16:11:29.516331669;6.783205745514323
spring;riparia;2006-06-21 17:46:20.070362895;5.047062751822855
spring;riparia;2006-06-21 20:27:22.005591171;3.3064468228551878
