features	chi_statistic	uncorrected_p_value	BH_corrected_p_value
oral_steroids	825.2786885245902	1.1262798661663903e-122	6.757679196998342e-122
antbx_last	1072.5974440894568	8.84535748107449e-172	1.0614428977289387e-170
asthma_doctor	41.71111111111112	0.03513778999581781	0.03513778999581781
sx_age_start 	289.20858895705516	9.455707554700699e-29	1.8911415109401398e-28
ed_asth 	338.48623853211006	2.0337583790670563e-42	6.101275137201169e-42
hosp_asth	57.421052631578945	0.000568550192655483	0.0006822602311865795
hosp_overnight	137.50000000000006	2.3864066410163276e-12	3.5796099615244914e-12
sx_week	109.5	0.00138177000756458	0.0015073854627977235
freq_asth_sx  	127.83132530120483	4.691293008077354e-15	8.042216585275464e-15
wake_6mo	64.40963855421687	6.773971428218171e-05	9.031961904290895e-05
wake_4wk	659.3215434083602	3.3802289884405524e-97	1.352091595376221e-96
asthma_control_4wk	325.8089171974522	5.591787480198202e-35	1.3420289952475684e-34
