features	chi_statistic	uncorrected_p_value	BH_corrected_p_value
oral_steroids	894.6431535269712	2.98776751608335e-133	1.79266050965001e-132
antbx_last	1167.7419354838707	1.5659074270743306e-187	1.8790889124891965e-186
asthma_doctor	60.307692307692314	0.000565458189904265	0.000565458189904265
sx_age_start 	296.9192546583851	1.784736820882096e-28	3.569473641764192e-28
ed_asth 	273.74766355140196	2.1304988951870572e-29	5.113197348448937e-29
hosp_asth	62.65680473372782	0.0002853124318031691	0.0003423749181638029
hosp_overnight	122.66666666666666	2.362581001121545e-09	3.5438715016823176e-09
sx_week	136.710843373494	1.2781235640930418e-05	1.7041647521240557e-05
freq_asth_sx  	128.6829268292683	1.614849099398511e-14	2.7683127418260187e-14
wake_6mo	61.73170731707316	0.0003742914252511326	0.000408317918455781
wake_4wk	726.4155844155846	7.963373148470339e-108	3.1853492593881355e-107
asthma_control_4wk	370.7524115755627	4.619861484358797e-41	1.3859584453076391e-40
