well      sample name         year                specimen_ID         barcode             
A1        PB1                 NaN                 NaN                 NaN                 
A2        EC1                 NaN                 NaN                 NaN                 
A3        S1                  2002                567                 30958906            
A4        S2                  2002                568                 71994109            
A5        S3                  1998                393                 14756221            
A6        S4                  1998                394                 5170371             
A7        S5                  1999                939                 45537998            
A8        S6                  1999                940                 93225083            
A9        S7                  2007                670                 14167485            
A10       S8                  2007                671                 79245111            
A11       S9                  1988                433                 85783157            
A12       S10                 1988                434                 43200207            
B1        S11                 1996                428                 85952911            
B2        PO1                 NaN                 NaN                 NaN                 
B3        EC2                 NaN                 NaN                 NaN                 
B4        S12                 1996                429                 16625242            
B5        S13                 2000                695                 66859857            
B6        S14                 2000                696                 21988653            
B7        S15                 2002                435                 56182453            
B8        S16                 2002                436                 1784664             
B9        S17                 1987                232                 97922544            
B10       S18                 1987                233                 27777657            
B11       S19                 2006                911                 62440257            
B12       S20                 2006                912                 64701073            
C1        S21                 1992                696                 6559373             
C2        S22                 1992                697                 90294839            
C3        PB2                 NaN                 NaN                 NaN                 
C4        EC3                 NaN                 NaN                 NaN                 
C5        S23                 2005                863                 553247              
C6        S24                 2005                864                 69418617            
C7        S25                 1990                722                 52136580            
C8        S26                 1990                723                 28782148            
C9        S27                 1985                359                 74205646            
C10       S28                 1985                360                 95245447            
C11       S29                 2005                467                 72654675            
C12       S30                 2005                468                 66261278            
D1        S31                 1997                427                 46194619            
D2        S32                 1997                428                 50115440            
D3        S33                 1991                602                 85399044            
D4        PO2                 NaN                 NaN                 NaN                 
D5        EC4                 NaN                 NaN                 NaN                 
D6        S34                 1991                603                 66328728            
D7        S35                 1989                636                 91942999            
D8        S36                 1989                637                 54137431            
D9        S37                 2005                431                 50081127            
D10       S38                 2005                432                 38622533            
D11       S39                 1994                436                 59201458            
D12       S40                 1994                437                 80298311            
E1        S41                 1998                762                 83370182            
E2        S42                 1998                763                 97331933            
E3        S43                 1982                330                 34809341            
E4        S44                 1982                331                 36964093            
E5        PB3                 NaN                 NaN                 NaN                 
E6        EC5                 NaN                 NaN                 NaN                 
E7        S45                 1990                265                 85726840            
E8        S46                 1990                266                 29220687            
E9        S47                 2000                151                 26447179            
E10       S48                 2000                152                 12485369            
E11       S49                 1994                543                 47143265            
E12       S50                 1994                544                 46779250            
F1        S51                 1986                367                 60289261            
F2        S52                 1986                368                 24048910            
F3        S53                 1998                893                 76480997            
F4        S54                 1998                894                 24611008            
F5        S55                 1998                241                 4195405             
F6        PO3                 NaN                 NaN                 NaN                 
F7        EC6                 NaN                 NaN                 NaN                 
F8        S56                 1998                242                 30120204            
F9        S57                 1997                446                 54173392            
F10       S58                 1997                447                 51913151            
F11       S59                 1984                155                 11078159            
F12       S60                 1984                156                 1245264             
G1        S61                 1999                447                 27559482            
G2        S62                 1999                448                 46993557            
G3        S63                 2006                1011                36744282            
G4        S64                 2006                1012                67765485            
G5        S65                 2006                79                  86441117            
G6        S66                 2006                80                  12197811            
G7        PB4                 NaN                 NaN                 NaN                 
G8        EC7                 NaN                 NaN                 NaN                 
G9        S67                 2002                393                 42095347            
G10       S68                 2002                394                 16817005            
G11       S69                 1982                615                 79468589            
G12       S70                 1982                616                 47615304            
H1        S71                 2004                377                 1121902             
H2        S72                 2004                378                 42178439            
H3        S73                 1996                385                 86342216            
H4        S74                 1996                386                 81751013            
H5        S75                 1986                470                 81851621            
H6        S76                 1986                471                 46640444            
H7        S77                 2003                564                 22160386            
H8        PO4                 NaN                 NaN                 NaN                 
H9        EC8                 NaN                 NaN                 NaN                 
H10       S78                 2003                565                 20750961            
H11       S79                 1989                547                 41087190            
H12       S80                 1989                548                 18945102            
