well      sample name         year                specimen_ID         barcode             
A1        PB1                 NaN                 NaN                 NaN                 
A2        EC1                 NaN                 NaN                 NaN                 
A3        S1                  1995                139                 6057503             
A4        S2                  1995                140                 3421352             
A5        S3                  2004                186                 3205754             
A6        S4                  2004                187                 58123041            
A7        S5                  2005                903                 45660870            
A8        S6                  2005                904                 45018312            
A9        S7                  2001                224                 19061979            
A10       S8                  2001                225                 81957378            
A11       S9                  1994                882                 2109466             
A12       S10                 1994                883                 78187795            
B1        S11                 1992                922                 76805622            
B2        PO1                 NaN                 NaN                 NaN                 
B3        EC2                 NaN                 NaN                 NaN                 
B4        S12                 1992                923                 17993920            
B5        S13                 2006                459                 60101037            
B6        S14                 2006                460                 63378283            
B7        S15                 1987                711                 3464212             
B8        S16                 1987                712                 77892096            
B9        S17                 1987                1013                6993764             
B10       S18                 1987                1014                51173838            
B11       S19                 1994                435                 79013925            
B12       S20                 1994                436                 87205602            
C1        S21                 2007                649                 88219363            
C2        S22                 2007                650                 56792911            
C3        PB2                 NaN                 NaN                 NaN                 
C4        EC3                 NaN                 NaN                 NaN                 
C5        S23                 1987                329                 78886636            
C6        S24                 1987                330                 42299004            
C7        S25                 1994                407                 54230989            
C8        S26                 1994                408                 394857              
C9        S27                 1999                523                 28837367            
C10       S28                 1999                524                 84650214            
C11       S29                 1994                224                 8440396             
C12       S30                 1994                225                 5989560             
D1        S31                 1984                385                 86297417            
D2        S32                 1984                386                 40765907            
D3        S33                 1988                104                 64717241            
D4        PO2                 NaN                 NaN                 NaN                 
D5        EC4                 NaN                 NaN                 NaN                 
D6        S34                 1988                105                 18793925            
D7        S35                 1998                371                 3563151             
D8        S36                 1998                372                 97714767            
D9        S37                 1997                429                 25830668            
D10       S38                 1997                430                 48088169            
D11       S39                 1990                923                 69342837            
D12       S40                 1990                924                 48872447            
E1        S41                 2004                167                 88837963            
E2        S42                 2004                168                 20789343            
E3        S43                 1995                710                 13785031            
E4        S44                 1995                711                 25328172            
E5        PB3                 NaN                 NaN                 NaN                 
E6        EC5                 NaN                 NaN                 NaN                 
E7        S45                 1999                318                 56728705            
E8        S46                 1999                319                 89732106            
E9        S47                 1983                472                 42766070            
E10       S48                 1983                473                 37960117            
E11       S49                 2006                220                 58812143            
E12       S50                 2006                221                 42157373            
F1        S51                 1992                104                 58481356            
F2        S52                 1992                105                 46853837            
F3        S53                 1988                904                 92448858            
F4        S54                 1988                905                 86093965            
F5        S55                 1987                245                 7465581             
F6        PO3                 NaN                 NaN                 NaN                 
F7        EC6                 NaN                 NaN                 NaN                 
F8        S56                 1987                246                 32246773            
F9        S57                 1999                866                 24986281            
F10       S58                 1999                867                 87069617            
F11       S59                 1990                906                 42992363            
F12       S60                 1990                907                 9895195             
G1        S61                 1982                251                 43857159            
G2        S62                 1982                252                 19664309            
G3        S63                 1990                685                 95652917            
G4        S64                 1990                686                 73659372            
G5        S65                 2001                199                 8743121             
G6        S66                 2001                200                 9610125             
G7        PB4                 NaN                 NaN                 NaN                 
G8        EC7                 NaN                 NaN                 NaN                 
G9        S67                 1993                672                 82935825            
G10       S68                 1993                673                 56866636            
G11       S69                 2006                338                 27160954            
G12       S70                 2006                339                 81263905            
H1        S71                 1988                842                 51436476            
H2        S72                 1988                843                 36190195            
H3        S73                 1984                840                 62780568            
H4        S74                 1984                841                 76893759            
H5        S75                 1989                224                 85333727            
H6        S76                 1989                225                 87924770            
H7        S77                 1995                119                 38425257            
H8        PO4                 NaN                 NaN                 NaN                 
H9        EC8                 NaN                 NaN                 NaN                 
H10       S78                 1995                120                 21216749            
H11       S79                 1983                887                 50843794            
H12       S80                 1983                888                 49002355            
