well      sample name         year                specimen_ID         barcode             
A1        PB1                 NaN                 NaN                 NaN                 
A2        EC1                 NaN                 NaN                 NaN                 
A3        S1                  1995                1003                82528553            
A4        S2                  1995                1004                52831737            
A5        S3                  2002                682                 36773671            
A6        S4                  2002                683                 23890459            
A7        S5                  2002                528                 30679313            
A8        S6                  2002                529                 58307274            
A9        S7                  2000                688                 64795188            
A10       S8                  2000                689                 86116367            
A11       S9                  2007                225                 49721133            
A12       S10                 2007                226                 88169064            
B1        S11                 1985                265                 19286402            
B2        PO1                 NaN                 NaN                 NaN                 
B3        EC2                 NaN                 NaN                 NaN                 
B4        S12                 1985                266                 35571001            
B5        S13                 1985                454                 88536606            
B6        S14                 1985                455                 67438396            
B7        S15                 1989                916                 21583643            
B8        S16                 1989                917                 52126895            
B9        S17                 2006                249                 64618326            
B10       S18                 2006                250                 60359285            
B11       S19                 2004                1044                94725353            
B12       S20                 2004                1045                84759948            
C1        S21                 1992                583                 60144089            
C2        S22                 1992                584                 98005123            
C3        PB2                 NaN                 NaN                 NaN                 
C4        EC3                 NaN                 NaN                 NaN                 
C5        S23                 2007                834                 22659026            
C6        S24                 2007                835                 22288516            
C7        S25                 1987                823                 3214411             
C8        S26                 1987                824                 32549508            
C9        S27                 2006                752                 70009798            
C10       S28                 2006                753                 40052717            
C11       S29                 1997                204                 66014393            
C12       S30                 1998                205                 90856198            
D1        S31                 1996                606                 66736455            
D2        S32                 1996                607                 55067171            
D3        S33                 2001                58                  80689508            
D4        PO2                 NaN                 NaN                 NaN                 
D5        EC4                 NaN                 NaN                 NaN                 
D6        S34                 2001                59                  50160792            
D7        S35                 1991                507                 10483329            
D8        S36                 1991                508                 6175849             
D9        S37                 1994                898                 56986884            
D10       S38                 1994                899                 74508440            
D11       S39                 1991                781                 30500068            
D12       S40                 1991                782                 74583072            
E1        S41                 1995                439                 67382552            
E2        S42                 1995                440                 33903224            
E3        S43                 2007                966                 77584922            
E4        S44                 2007                967                 82645694            
E5        PB3                 NaN                 NaN                 NaN                 
E6        EC5                 NaN                 NaN                 NaN                 
E7        S45                 1999                408                 45429422            
E8        S46                 1999                409                 31054140            
E9        S47                 1994                90                  81801091            
E10       S48                 1994                91                  6430450             
E11       S49                 1993                494                 37938031            
E12       S50                 1993                495                 18593150            
F1        S51                 2000                122                 44157333            
F2        S52                 2000                123                 39559890            
F3        S53                 1992                218                 84749208            
F4        S54                 1992                219                 78221086            
F5        S55                 2007                112                 83244902            
F6        PO3                 NaN                 NaN                 NaN                 
F7        EC6                 NaN                 NaN                 NaN                 
F8        S56                 2007                113                 81822119            
F9        S57                 2004                812                 27542439            
F10       S58                 2004                813                 99542832            
F11       S59                 1994                2                   45749612            
F12       S60                 1994                3                   4711452             
G1        S61                 1994                1036                81509782            
G2        S62                 1994                1037                67697793            
G3        S63                 1984                75                  40345307            
G4        S64                 1984                76                  77827487            
G5        S65                 1988                714                 43299096            
G6        S66                 1988                715                 97500698            
G7        PB4                 NaN                 NaN                 NaN                 
G8        EC7                 NaN                 NaN                 NaN                 
G9        S67                 1991                540                 65249635            
G10       S68                 1991                541                 78016354            
G11       S69                 2000                162                 93217293            
G12       S70                 2000                163                 27543009            
H1        S71                 1993                386                 39357373            
H2        S72                 1993                387                 14168468            
H3        S73                 1989                248                 11160311            
H4        S74                 1989                249                 60991324            
H5        S75                 1984                115                 21137600            
H6        S76                 1985                116                 41317747            
H7        S77                 1999                730                 83981722            
H8        PO4                 NaN                 NaN                 NaN                 
H9        EC8                 NaN                 NaN                 NaN                 
H10       S78                 1999                731                 37310110            
H11       S79                 1991                137                 26733111            
H12       S80                 1991                138                 28822363            
