well      sample name         year                specimen_ID         barcode             
A1        PB1                 NaN                 NaN                 NaN                 
A2        EC1                 NaN                 NaN                 NaN                 
A3        S1                  1996                5                   93188340            
A4        S2                  1996                6                   62666497            
A5        S3                  1999                952                 31283557            
A6        S4                  1999                953                 90971037            
A7        S5                  1987                31                  11866084            
A8        S6                  1987                32                  85193819            
A9        S7                  1993                495                 29824298            
A10       S8                  1993                496                 5313402             
A11       S9                  1994                1045                9565111             
A12       S10                 1994                1046                15881823            
B1        S11                 1998                368                 97529385            
B2        PO1                 NaN                 NaN                 NaN                 
B3        EC2                 NaN                 NaN                 NaN                 
B4        S12                 1998                369                 65728659            
B5        S13                 2006                269                 99740306            
B6        S14                 2006                270                 93801799            
B7        S15                 1985                29                  1071153             
B8        S16                 1985                30                  7920745             
B9        S17                 2003                677                 71679983            
B10       S18                 2003                678                 98034161            
B11       S19                 1985                1023                96488508            
B12       S20                 1985                1024                70986235            
C1        S21                 1993                993                 6337308             
C2        S22                 1993                994                 4349099             
C3        PB2                 NaN                 NaN                 NaN                 
C4        EC3                 NaN                 NaN                 NaN                 
C5        S23                 1984                530                 36654963            
C6        S24                 1984                531                 94840988            
C7        S25                 1982                196                 20011260            
C8        S26                 1982                197                 82383237            
C9        S27                 2000                397                 7773624             
C10       S28                 2000                398                 43407255            
C11       S29                 1988                828                 63441673            
C12       S30                 1988                829                 87781182            
D1        S31                 1990                418                 97774679            
D2        S32                 1990                419                 70231397            
D3        S33                 1986                756                 81561094            
D4        PO2                 NaN                 NaN                 NaN                 
D5        EC4                 NaN                 NaN                 NaN                 
D6        S34                 1986                757                 12607               
D7        S35                 2006                137                 47827288            
D8        S36                 2006                138                 24911979            
D9        S37                 1995                694                 79350716            
D10       S38                 1995                695                 29882625            
D11       S39                 2001                636                 68639631            
D12       S40                 2001                637                 3656204             
E1        S41                 1986                746                 84094322            
E2        S42                 1986                747                 78676015            
E3        S43                 2005                494                 45652899            
E4        S44                 2005                495                 63098327            
E5        PB3                 NaN                 NaN                 NaN                 
E6        EC5                 NaN                 NaN                 NaN                 
E7        S45                 1997                836                 24054607            
E8        S46                 1997                837                 24456609            
E9        S47                 2004                878                 98567133            
E10       S48                 2004                879                 70224535            
E11       S49                 2004                486                 90836473            
E12       S50                 2004                487                 38249105            
F1        S51                 1982                175                 70297355            
F2        S52                 1982                176                 79049610            
F3        S53                 1986                132                 24114783            
F4        S54                 1986                133                 96929827            
F5        S55                 1997                989                 75817411            
F6        PO3                 NaN                 NaN                 NaN                 
F7        EC6                 NaN                 NaN                 NaN                 
F8        S56                 1997                990                 16129146            
F9        S57                 1988                876                 30746800            
F10       S58                 1988                877                 44084264            
F11       S59                 1985                293                 1496567             
F12       S60                 1985                294                 66095750            
G1        S61                 1990                899                 31647144            
G2        S62                 1990                900                 601801              
G3        S63                 1985                923                 15297822            
G4        S64                 1985                924                 98648825            
G5        S65                 2003                11                  62369824            
G6        S66                 2003                12                  30078567            
G7        PB4                 NaN                 NaN                 NaN                 
G8        EC7                 NaN                 NaN                 NaN                 
G9        S67                 1986                9                   42881445            
G10       S68                 1986                10                  71057392            
G11       S69                 1986                419                 24800976            
G12       S70                 1986                420                 6325428             
H1        S71                 1988                742                 23862500            
H2        S72                 1988                743                 15409966            
H3        S73                 1998                902                 65048085            
H4        S74                 1998                903                 85320963            
H5        S75                 1983                561                 1608434             
H6        S76                 1983                562                 50747115            
H7        S77                 1998                382                 79410854            
H8        PO4                 NaN                 NaN                 NaN                 
H9        EC8                 NaN                 NaN                 NaN                 
H10       S78                 1998                383                 45873591            
H11       S79                 1999                853                 35795988            
H12       S80                 1999                854                 67899418            
