well      sample name         year                specimen_ID         barcode             
A1        PB1                 NaN                 NaN                 NaN                 
A2        EC1                 NaN                 NaN                 NaN                 
A3        S1                  1997                53                  56067514            
A4        S2                  1997                54                  18002348            
A5        S3                  2001                937                 23340473            
A6        S4                  2001                938                 67317585            
A7        S5                  1998                980                 51831417            
A8        S6                  1998                981                 23804869            
A9        S7                  1996                6                   76856341            
A10       S8                  1996                7                   66081548            
A11       S9                  1993                823                 25470772            
A12       S10                 1993                824                 9017504             
B1        S11                 1994                637                 1587197             
B2        PO1                 NaN                 NaN                 NaN                 
B3        EC2                 NaN                 NaN                 NaN                 
B4        S12                 1994                638                 27918166            
B5        S13                 1983                941                 54157910            
B6        S14                 1983                942                 8471918             
B7        S15                 2005                167                 16359543            
B8        S16                 2005                168                 2470238             
B9        S17                 2001                945                 51583514            
B10       S18                 2001                946                 1422016             
B11       S19                 1998                287                 18432183            
B12       S20                 1998                288                 55247214            
C1        S21                 2001                13                  2825557             
C2        S22                 2001                14                  79551083            
C3        PB2                 NaN                 NaN                 NaN                 
C4        EC3                 NaN                 NaN                 NaN                 
C5        S23                 2004                720                 58968086            
C6        S24                 2004                721                 58650356            
C7        S25                 2004                325                 29124169            
C8        S26                 2004                326                 10669563            
C9        S27                 1985                34                  49755527            
C10       S28                 1985                35                  60440112            
C11       S29                 1983                545                 54511521            
C12       S30                 1983                546                 37865269            
D1        S31                 1985                997                 72058749            
D2        S32                 1985                998                 51323813            
D3        S33                 1999                908                 16910454            
D4        PO2                 NaN                 NaN                 NaN                 
D5        EC4                 NaN                 NaN                 NaN                 
D6        S34                 1999                909                 3879481             
D7        S35                 2007                351                 80511786            
D8        S36                 2007                352                 37802424            
D9        S37                 1987                379                 96298985            
D10       S38                 1987                380                 90198601            
D11       S39                 2007                62                  16113206            
D12       S40                 2007                63                  11661368            
E1        S41                 1997                885                 29790234            
E2        S42                 1997                886                 38942303            
E3        S43                 2000                6                   10156872            
E4        S44                 2000                7                   61114296            
E5        PB3                 NaN                 NaN                 NaN                 
E6        EC5                 NaN                 NaN                 NaN                 
E7        S45                 1996                485                 57684581            
E8        S46                 1996                486                 76827884            
E9        S47                 1999                100                 22244390            
E10       S48                 1999                101                 30691247            
E11       S49                 1984                610                 22921642            
E12       S50                 1984                611                 99352165            
F1        S51                 1995                576                 50586417            
F2        S52                 1995                577                 1011418             
F3        S53                 1994                1006                650373              
F4        S54                 1994                1007                35870623            
F5        S55                 2003                726                 69537134            
F6        PO3                 NaN                 NaN                 NaN                 
F7        EC6                 NaN                 NaN                 NaN                 
F8        S56                 2003                727                 67108497            
F9        S57                 1995                664                 25213454            
F10       S58                 1995                665                 48438735            
F11       S59                 1984                729                 28594215            
F12       S60                 1984                730                 60829801            
G1        S61                 1994                257                 42184522            
G2        S62                 1994                258                 25401349            
G3        S63                 2006                666                 80298045            
G4        S64                 2006                667                 2060781             
G5        S65                 2007                244                 14876271            
G6        S66                 2007                245                 15636638            
G7        PB4                 NaN                 NaN                 NaN                 
G8        EC7                 NaN                 NaN                 NaN                 
G9        S67                 1985                317                 76513527            
G10       S68                 1985                318                 19537856            
G11       S69                 1989                165                 76344763            
G12       S70                 1989                166                 62010481            
H1        S71                 2000                464                 73738794            
H2        S72                 2000                465                 33433325            
H3        S73                 1990                1038                56292879            
H4        S74                 1990                1039                49658514            
H5        S75                 1989                228                 20355913            
H6        S76                 1989                229                 49501919            
H7        S77                 1993                603                 74998685            
H8        PO4                 NaN                 NaN                 NaN                 
H9        EC8                 NaN                 NaN                 NaN                 
H10       S78                 1993                604                 93695572            
H11       S79                 2005                905                 20986513            
H12       S80                 2005                906                 53607416            
