var_names	sample_group_0	sample_group_1
Alcohol	-1.280539870262146	1.0309356451034546
Malic_acid	4.767552852630615	-3.8382456302642822
Ash	1.0502204895019531	-0.8455123901367188
Alcalinity_of_ash	3.741767168045044	-3.0124104022979736
Magnesium	-1.0818275213241577	0.8709555864334106
Total_phenols	-7.832563877105713	6.305811405181885
Flavanoids	-8.560450553894043	6.891816139221191
Nonflavanoid_phenols	6.346990585327148	-5.109814167022705
Proanthocyanins	-6.031737804412842	4.856009483337402
Color_intensity	3.620363473892212	-2.9146718978881836
Hue	-6.211606025695801	5.000819206237793
OD280_OD315_of_diluted_wines	-8.703977584838867	7.007369518280029
Proline	-4.019927024841309	3.236348867416382
