var_names	sample_group_0	sample_group_1
Alcohol	0.485977441072464	0.5397173762321472
Malic_acid	0.4409373104572296	0.23417142033576965
Ash	0.5566081404685974	0.5263418555259705
Alcalinity_of_ash	0.5352724194526672	0.40874379873275757
Magnesium	0.30326083302497864	0.33625203371047974
Total_phenols	0.2520197033882141	0.5840676426887512
Flavanoids	0.14138033986091614	0.49574151635169983
Nonflavanoid_phenols	0.6150943040847778	0.3223270773887634
Proanthocyanins	0.24272194504737854	0.45665380358695984
Color_intensity	0.40771570801734924	0.2670411467552185
Hue	0.2505923807621002	0.4773411452770233
OD280_OD315_of_diluted_wines	0.22166405618190765	0.6663275957107544
Proline	0.22682902216911316	0.40419772267341614
